STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,ANN-TMAX-NORMAL,ANN-TMIN-NORMAL,ANN-PRCP-NORMAL
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,2010,493,282,2022
