"","Country","date","in_lockdown"
"9534","Belgium",2012-04-24,0
"9535","Belgium",2012-04-25,0
"9536","Belgium",2012-04-26,0
"9537","Belgium",2012-04-27,0
"9538","Belgium",2012-04-28,0
"9539","Belgium",2012-04-29,0
"9540","Belgium",2012-04-30,0
"9541","Belgium",2012-05-01,0
"9542","Belgium",2012-05-02,0
"9543","Belgium",2012-05-03,0
"9544","Belgium",2012-05-04,0
"9545","Belgium",2012-05-05,0
"9546","Belgium",2012-05-06,0
"9547","Belgium",2012-05-07,0
"9548","Belgium",2012-05-08,0
"9549","Belgium",2012-05-09,0
"9550","Belgium",2012-05-10,0
"9551","Belgium",2012-05-11,0
"9552","Belgium",2012-05-12,0
"9553","Belgium",2012-05-13,0
"9554","Belgium",2012-05-14,0
"9555","Belgium",2012-05-15,0
"9556","Belgium",2012-05-16,0
"9557","Belgium",2012-05-17,0
"9558","Belgium",2012-05-18,0
"9559","Belgium",2012-05-19,0
"9560","Belgium",2012-05-20,0
"9561","Belgium",2012-05-21,0
"9562","Belgium",2012-05-22,0
"9563","Belgium",2012-05-23,0
"9564","Belgium",2012-05-24,0
"9565","Belgium",2012-05-25,0
"9566","Belgium",2012-05-26,0
"9567","Belgium",2012-05-27,0
"9568","Belgium",2012-05-28,0
"9569","Belgium",2012-05-29,0
"9570","Belgium",2012-05-30,0
"9571","Belgium",2012-05-31,0
"9572","Belgium",2012-06-01,0
"9573","Belgium",2012-06-02,0
"9574","Belgium",2012-06-03,0
"9575","Belgium",2012-06-04,0
"9576","Belgium",2012-06-05,0
"9577","Belgium",2012-06-06,0
"9578","Belgium",2012-06-07,0
"9579","Belgium",2012-06-08,0
"9580","Belgium",2012-06-09,0
"9581","Belgium",2012-06-10,0
"9582","Belgium",2012-06-11,0
"9583","Belgium",2012-06-12,0
"9584","Belgium",2012-06-13,0
"9585","Belgium",2012-06-14,0
"9586","Belgium",2012-06-15,0
"9587","Belgium",2012-06-16,0
"9588","Belgium",2012-06-17,0
"9589","Belgium",2012-06-18,0
"9590","Belgium",2012-06-19,0
"9591","Belgium",2012-06-20,0
"9592","Belgium",2012-06-21,0
"9593","Belgium",2012-06-22,0
"9594","Belgium",2012-06-23,0
"9595","Belgium",2012-06-24,0
"9596","Belgium",2012-06-25,0
"9597","Belgium",2012-06-26,0
"9598","Belgium",2012-06-27,0
"9599","Belgium",2012-06-28,0
"9600","Belgium",2012-06-29,0
"9601","Belgium",2012-06-30,0
"9602","Belgium",2012-07-01,0
"9603","Belgium",2012-07-02,0
"9604","Belgium",2012-07-03,0
"9605","Belgium",2012-07-04,0
"9606","Belgium",2012-07-05,0
"9607","Belgium",2012-07-06,0
"9608","Belgium",2012-07-07,0
"9609","Belgium",2012-07-08,0
"9610","Belgium",2012-07-09,0
"9611","Belgium",2012-07-10,0
"9612","Belgium",2012-07-11,0
"9613","Belgium",2012-07-12,0
"9614","Belgium",2012-07-13,0
"9615","Belgium",2012-07-14,0
"9616","Belgium",2012-07-15,0
"9617","Belgium",2012-07-16,0
"9618","Belgium",2012-07-17,0
"9619","Belgium",2012-07-18,0
"9620","Belgium",2012-07-19,0
"9621","Belgium",2012-07-20,0
"9622","Belgium",2012-07-21,0
"9623","Belgium",2012-07-22,0
"9624","Belgium",2012-07-23,0
"9625","Belgium",2012-07-24,0
"9626","Belgium",2012-07-25,0
"9627","Belgium",2012-07-26,0
"9628","Belgium",2012-07-27,0
"9629","Belgium",2012-07-28,0
"9630","Belgium",2012-07-29,0
"9631","Belgium",2012-07-30,0
"9632","Belgium",2012-07-31,0
"9633","Belgium",2012-08-01,0
"9634","Belgium",2012-08-02,0
"9635","Belgium",2012-08-03,0
"9636","Belgium",2012-08-04,0
"9637","Belgium",2012-08-05,0
"9638","Belgium",2012-08-06,0
"9639","Belgium",2012-08-07,0
"9640","Belgium",2012-08-08,0
"9641","Belgium",2012-08-09,0
"9642","Belgium",2012-08-10,0
"9643","Belgium",2012-08-11,0
"9644","Belgium",2012-08-12,0
"9645","Belgium",2012-08-13,0
"9646","Belgium",2012-08-14,0
"9647","Belgium",2012-08-15,0
"9648","Belgium",2012-08-16,0
"9649","Belgium",2012-08-17,0
"9650","Belgium",2012-08-18,0
"9651","Belgium",2012-08-19,0
"9652","Belgium",2012-08-20,0
"9653","Belgium",2012-08-21,0
"9654","Belgium",2012-08-22,0
"9655","Belgium",2012-08-23,0
"9656","Belgium",2012-08-24,0
"9657","Belgium",2012-08-25,0
"9658","Belgium",2012-08-26,0
"9659","Belgium",2012-08-27,0
"9660","Belgium",2012-08-28,0
"9661","Belgium",2012-08-29,0
"9662","Belgium",2012-08-30,0
"9663","Belgium",2012-08-31,0
"9664","Belgium",2012-09-01,0
"9665","Belgium",2012-09-02,0
"9666","Belgium",2012-09-03,0
"9667","Belgium",2012-09-04,0
"9668","Belgium",2012-09-05,0
"9669","Belgium",2012-09-06,0
"9670","Belgium",2012-09-07,0
"9671","Belgium",2012-09-08,0
"9672","Belgium",2012-09-09,0
"9673","Belgium",2012-09-10,0
"9674","Belgium",2012-09-11,0
"9675","Belgium",2012-09-12,0
"9676","Belgium",2012-09-13,0
"9677","Belgium",2012-09-14,0
"9678","Belgium",2012-09-15,0
"9679","Belgium",2012-09-16,0
"9680","Belgium",2012-09-17,0
"9681","Belgium",2012-09-18,0
"9682","Belgium",2012-09-19,0
"9683","Belgium",2012-09-20,0
"9684","Belgium",2012-09-21,0
"9685","Belgium",2012-09-22,0
"9686","Belgium",2012-09-23,0
"9687","Belgium",2012-09-24,0
"9688","Belgium",2012-09-25,0
"9689","Belgium",2012-09-26,0
"9690","Belgium",2012-09-27,0
"9691","Belgium",2012-09-28,0
"9692","Belgium",2012-09-29,0
"9693","Belgium",2012-09-30,0
"9694","Belgium",2012-10-01,0
"9695","Belgium",2012-10-02,0
"9696","Belgium",2012-10-03,0
"9697","Belgium",2012-10-04,0
"9698","Belgium",2012-10-05,0
"9699","Belgium",2012-10-06,0
"9700","Belgium",2012-10-07,0
"9701","Belgium",2012-10-08,0
"9702","Belgium",2012-10-09,0
"9703","Belgium",2012-10-10,0
"9704","Belgium",2012-10-11,0
"9705","Belgium",2012-10-12,0
"9706","Belgium",2012-10-13,0
"9707","Belgium",2012-10-14,0
"9708","Belgium",2012-10-15,0
"9709","Belgium",2012-10-16,0
"9710","Belgium",2012-10-17,0
"9711","Belgium",2012-10-18,0
"9712","Belgium",2012-10-19,0
"9713","Belgium",2012-10-20,0
"9714","Belgium",2012-10-21,0
"9715","Belgium",2012-10-22,0
"9716","Belgium",2012-10-23,0
"9717","Belgium",2012-10-24,0
"9718","Belgium",2012-10-25,0
"9719","Belgium",2012-10-26,0
"9720","Belgium",2012-10-27,0
"9721","Belgium",2012-10-28,0
"9722","Belgium",2012-10-29,0
"9723","Belgium",2012-10-30,0
"9724","Belgium",2012-10-31,0
"9725","Belgium",2012-11-01,0
"9726","Belgium",2012-11-02,0
"9727","Belgium",2012-11-03,0
"9728","Belgium",2012-11-04,0
"9729","Belgium",2012-11-05,0
"9730","Belgium",2012-11-06,0
"9731","Belgium",2012-11-07,0
"9732","Belgium",2012-11-08,0
"9733","Belgium",2012-11-09,0
"9734","Belgium",2012-11-10,0
"9735","Belgium",2012-11-11,0
"9736","Belgium",2012-11-12,0
"9737","Belgium",2012-11-13,0
"9738","Belgium",2012-11-14,0
"9739","Belgium",2012-11-15,0
"9740","Belgium",2012-11-16,0
"9741","Belgium",2012-11-17,0
"9742","Belgium",2012-11-18,0
"9743","Belgium",2012-11-19,0
"9744","Belgium",2012-11-20,0
"9745","Belgium",2012-11-21,0
"9746","Belgium",2012-11-22,0
"9747","Belgium",2012-11-23,0
"9748","Belgium",2012-11-24,0
"9749","Belgium",2012-11-25,0
"9750","Belgium",2012-11-26,0
"9751","Belgium",2012-11-27,0
"9752","Belgium",2012-11-28,0
"9753","Belgium",2012-11-29,0
"9754","Belgium",2012-11-30,0
"9755","Belgium",2012-12-01,0
"9756","Belgium",2012-12-02,0
"9757","Belgium",2012-12-03,0
"9758","Belgium",2012-12-04,0
"9759","Belgium",2012-12-05,0
"9760","Belgium",2012-12-06,0
"9761","Belgium",2012-12-07,0
"9762","Belgium",2012-12-08,0
"9763","Belgium",2012-12-09,0
"9764","Belgium",2012-12-10,0
"9765","Belgium",2012-12-11,0
"9766","Belgium",2012-12-12,0
"9767","Belgium",2012-12-13,0
"9768","Belgium",2012-12-14,0
"9769","Belgium",2012-12-15,0
"9770","Belgium",2012-12-16,0
"9771","Belgium",2012-12-17,0
"9772","Belgium",2012-12-18,0
"9773","Belgium",2012-12-19,0
"9774","Belgium",2012-12-20,0
"9775","Belgium",2012-12-21,0
"9776","Belgium",2012-12-22,0
"9777","Belgium",2012-12-23,0
"9778","Belgium",2012-12-24,0
"9779","Belgium",2012-12-25,0
"9780","Belgium",2012-12-26,0
"9781","Belgium",2012-12-27,0
"9782","Belgium",2012-12-28,0
"9783","Belgium",2012-12-29,0
"9784","Belgium",2012-12-30,0
"9785","Belgium",2012-12-31,0
"9786","Belgium",2013-01-01,0
"9787","Belgium",2013-01-02,0
"9788","Belgium",2013-01-03,0
"9789","Belgium",2013-01-04,0
"9790","Belgium",2013-01-05,0
"9791","Belgium",2013-01-06,0
"9792","Belgium",2013-01-07,0
"9793","Belgium",2013-01-08,0
"9794","Belgium",2013-01-09,0
"9795","Belgium",2013-01-10,0
"9796","Belgium",2013-01-11,0
"9797","Belgium",2013-01-12,0
"9798","Belgium",2013-01-13,0
"9799","Belgium",2013-01-14,0
"9800","Belgium",2013-01-15,0
"9801","Belgium",2013-01-16,0
"9802","Belgium",2013-01-17,0
"9803","Belgium",2013-01-18,0
"9804","Belgium",2013-01-19,0
"9805","Belgium",2013-01-20,0
"9806","Belgium",2013-01-21,0
"9807","Belgium",2013-01-22,0
"9808","Belgium",2013-01-23,0
"9809","Belgium",2013-01-24,0
"9810","Belgium",2013-01-25,0
"9811","Belgium",2013-01-26,0
"9812","Belgium",2013-01-27,0
"9813","Belgium",2013-01-28,0
"9814","Belgium",2013-01-29,0
"9815","Belgium",2013-01-30,0
"9816","Belgium",2013-01-31,0
"9817","Belgium",2013-02-01,0
"9818","Belgium",2013-02-02,0
"9819","Belgium",2013-02-03,0
"9820","Belgium",2013-02-04,0
"9821","Belgium",2013-02-05,0
"9822","Belgium",2013-02-06,0
"9823","Belgium",2013-02-07,0
"9824","Belgium",2013-02-08,0
"9825","Belgium",2013-02-09,0
"9826","Belgium",2013-02-10,0
"9827","Belgium",2013-02-11,0
"9828","Belgium",2013-02-12,0
"9829","Belgium",2013-02-13,0
"9830","Belgium",2013-02-14,0
"9831","Belgium",2013-02-15,0
"9832","Belgium",2013-02-16,0
"9833","Belgium",2013-02-17,0
"9834","Belgium",2013-02-18,0
"9835","Belgium",2013-02-19,0
"9836","Belgium",2013-02-20,0
"9837","Belgium",2013-02-21,0
"9838","Belgium",2013-02-22,0
"9839","Belgium",2013-02-23,0
"9840","Belgium",2013-02-24,0
"9841","Belgium",2013-02-25,0
"9842","Belgium",2013-02-26,0
"9843","Belgium",2013-02-27,0
"9844","Belgium",2013-02-28,0
"9845","Belgium",2013-03-01,0
"9846","Belgium",2013-03-02,0
"9847","Belgium",2013-03-03,0
"9848","Belgium",2013-03-04,0
"9849","Belgium",2013-03-05,0
"9850","Belgium",2013-03-06,0
"9851","Belgium",2013-03-07,0
"9852","Belgium",2013-03-08,0
"9853","Belgium",2013-03-09,0
"9854","Belgium",2013-03-10,0
"9855","Belgium",2013-03-11,0
"9856","Belgium",2013-03-12,0
"9857","Belgium",2013-03-13,0
"9858","Belgium",2013-03-14,0
"9859","Belgium",2013-03-15,0
"9860","Belgium",2013-03-16,0
"9861","Belgium",2013-03-17,0
"9862","Belgium",2013-03-18,0
"9863","Belgium",2013-03-19,0
"9864","Belgium",2013-03-20,0
"9865","Belgium",2013-03-21,0
"9866","Belgium",2013-03-22,0
"9867","Belgium",2013-03-23,0
"9868","Belgium",2013-03-24,0
"9869","Belgium",2013-03-25,0
"9870","Belgium",2013-03-26,0
"9871","Belgium",2013-03-27,0
"9872","Belgium",2013-03-28,0
"9873","Belgium",2013-03-29,0
"9874","Belgium",2013-03-30,0
"9875","Belgium",2013-03-31,0
"9876","Belgium",2013-04-01,0
"9877","Belgium",2013-04-02,0
"9878","Belgium",2013-04-03,0
"9879","Belgium",2013-04-04,0
"9880","Belgium",2013-04-05,0
"9881","Belgium",2013-04-06,0
"9882","Belgium",2013-04-07,0
"9883","Belgium",2013-04-08,0
"9884","Belgium",2013-04-09,0
"9885","Belgium",2013-04-10,0
"9886","Belgium",2013-04-11,0
"9887","Belgium",2013-04-12,0
"9888","Belgium",2013-04-13,0
"9889","Belgium",2013-04-14,0
"9890","Belgium",2013-04-15,0
"9891","Belgium",2013-04-16,0
"9892","Belgium",2013-04-17,0
"9893","Belgium",2013-04-18,0
"9894","Belgium",2013-04-19,0
"9895","Belgium",2013-04-20,0
"9896","Belgium",2013-04-21,0
"9897","Belgium",2013-04-22,0
"9898","Belgium",2013-04-23,0
"9899","Belgium",2013-04-24,0
"9900","Belgium",2013-04-25,0
"9901","Belgium",2013-04-26,0
"9902","Belgium",2013-04-27,0
"9903","Belgium",2013-04-28,0
"9904","Belgium",2013-04-29,0
"9905","Belgium",2013-04-30,0
"9906","Belgium",2013-05-01,0
"9907","Belgium",2013-05-02,0
"9908","Belgium",2013-05-03,0
"9909","Belgium",2013-05-04,0
"9910","Belgium",2013-05-05,0
"9911","Belgium",2013-05-06,0
"9912","Belgium",2013-05-07,0
"9913","Belgium",2013-05-08,0
"9914","Belgium",2013-05-09,0
"9915","Belgium",2013-05-10,0
"9916","Belgium",2013-05-11,0
"9917","Belgium",2013-05-12,0
"9918","Belgium",2013-05-13,0
"9919","Belgium",2013-05-14,0
"9920","Belgium",2013-05-15,0
"9921","Belgium",2013-05-16,0
"9922","Belgium",2013-05-17,0
"9923","Belgium",2013-05-18,0
"9924","Belgium",2013-05-19,0
"9925","Belgium",2013-05-20,0
"9926","Belgium",2013-05-21,0
"9927","Belgium",2013-05-22,0
"9928","Belgium",2013-05-23,0
"9929","Belgium",2013-05-24,0
"9930","Belgium",2013-05-25,0
"9931","Belgium",2013-05-26,0
"9932","Belgium",2013-05-27,0
"9933","Belgium",2013-05-28,0
"9934","Belgium",2013-05-29,0
"9935","Belgium",2013-05-30,0
"9936","Belgium",2013-05-31,0
"9937","Belgium",2013-06-01,0
"9938","Belgium",2013-06-02,0
"9939","Belgium",2013-06-03,0
"9940","Belgium",2013-06-04,0
"9941","Belgium",2013-06-05,0
"9942","Belgium",2013-06-06,0
"9943","Belgium",2013-06-07,0
"9944","Belgium",2013-06-08,0
"9945","Belgium",2013-06-09,0
"9946","Belgium",2013-06-10,0
"9947","Belgium",2013-06-11,0
"9948","Belgium",2013-06-12,0
"9949","Belgium",2013-06-13,0
"9950","Belgium",2013-06-14,0
"9951","Belgium",2013-06-15,0
"9952","Belgium",2013-06-16,0
"9953","Belgium",2013-06-17,0
"9954","Belgium",2013-06-18,0
"9955","Belgium",2013-06-19,0
"9956","Belgium",2013-06-20,0
"9957","Belgium",2013-06-21,0
"9958","Belgium",2013-06-22,0
"9959","Belgium",2013-06-23,0
"9960","Belgium",2013-06-24,0
"9961","Belgium",2013-06-25,0
"9962","Belgium",2013-06-26,0
"9963","Belgium",2013-06-27,0
"9964","Belgium",2013-06-28,0
"9965","Belgium",2013-06-29,0
"9966","Belgium",2013-06-30,0
"9967","Belgium",2013-07-01,0
"9968","Belgium",2013-07-02,0
"9969","Belgium",2013-07-03,0
"9970","Belgium",2013-07-04,0
"9971","Belgium",2013-07-05,0
"9972","Belgium",2013-07-06,0
"9973","Belgium",2013-07-07,0
"9974","Belgium",2013-07-08,0
"9975","Belgium",2013-07-09,0
"9976","Belgium",2013-07-10,0
"9977","Belgium",2013-07-11,0
"9978","Belgium",2013-07-12,0
"9979","Belgium",2013-07-13,0
"9980","Belgium",2013-07-14,0
"9981","Belgium",2013-07-15,0
"9982","Belgium",2013-07-16,0
"9983","Belgium",2013-07-17,0
"9984","Belgium",2013-07-18,0
"9985","Belgium",2013-07-19,0
"9986","Belgium",2013-07-20,0
"9987","Belgium",2013-07-21,0
"9988","Belgium",2013-07-22,0
"9989","Belgium",2013-07-23,0
"9990","Belgium",2013-07-24,0
"9991","Belgium",2013-07-25,0
"9992","Belgium",2013-07-26,0
"9993","Belgium",2013-07-27,0
"9994","Belgium",2013-07-28,0
"9995","Belgium",2013-07-29,0
"9996","Belgium",2013-07-30,0
"9997","Belgium",2013-07-31,0
"9998","Belgium",2013-08-01,0
"9999","Belgium",2013-08-02,0
"10000","Belgium",2013-08-03,0
"10001","Belgium",2013-08-04,0
"10002","Belgium",2013-08-05,0
"10003","Belgium",2013-08-06,0
"10004","Belgium",2013-08-07,0
"10005","Belgium",2013-08-08,0
"10006","Belgium",2013-08-09,0
"10007","Belgium",2013-08-10,0
"10008","Belgium",2013-08-11,0
"10009","Belgium",2013-08-12,0
"10010","Belgium",2013-08-13,0
"10011","Belgium",2013-08-14,0
"10012","Belgium",2013-08-15,0
"10013","Belgium",2013-08-16,0
"10014","Belgium",2013-08-17,0
"10015","Belgium",2013-08-18,0
"10016","Belgium",2013-08-19,0
"10017","Belgium",2013-08-20,0
"10018","Belgium",2013-08-21,0
"10019","Belgium",2013-08-22,0
"10020","Belgium",2013-08-23,0
"10021","Belgium",2013-08-24,0
"10022","Belgium",2013-08-25,0
"10023","Belgium",2013-08-26,0
"10024","Belgium",2013-08-27,0
"10025","Belgium",2013-08-28,0
"10026","Belgium",2013-08-29,0
"10027","Belgium",2013-08-30,0
"10028","Belgium",2013-08-31,0
"10029","Belgium",2013-09-01,0
"10030","Belgium",2013-09-02,0
"10031","Belgium",2013-09-03,0
"10032","Belgium",2013-09-04,0
"10033","Belgium",2013-09-05,0
"10034","Belgium",2013-09-06,0
"10035","Belgium",2013-09-07,0
"10036","Belgium",2013-09-08,0
"10037","Belgium",2013-09-09,0
"10038","Belgium",2013-09-10,0
"10039","Belgium",2013-09-11,0
"10040","Belgium",2013-09-12,0
"10041","Belgium",2013-09-13,0
"10042","Belgium",2013-09-14,0
"10043","Belgium",2013-09-15,0
"10044","Belgium",2013-09-16,0
"10045","Belgium",2013-09-17,0
"10046","Belgium",2013-09-18,0
"10047","Belgium",2013-09-19,0
"10048","Belgium",2013-09-20,0
"10049","Belgium",2013-09-21,0
"10050","Belgium",2013-09-22,0
"10051","Belgium",2013-09-23,0
"10052","Belgium",2013-09-24,0
"10053","Belgium",2013-09-25,0
"10054","Belgium",2013-09-26,0
"10055","Belgium",2013-09-27,0
"10056","Belgium",2013-09-28,0
"10057","Belgium",2013-09-29,0
"10058","Belgium",2013-09-30,0
"10059","Belgium",2013-10-01,0
"10060","Belgium",2013-10-02,0
"10061","Belgium",2013-10-03,0
"10062","Belgium",2013-10-04,0
"10063","Belgium",2013-10-05,0
"10064","Belgium",2013-10-06,0
"10065","Belgium",2013-10-07,0
"10066","Belgium",2013-10-08,0
"10067","Belgium",2013-10-09,0
"10068","Belgium",2013-10-10,0
"10069","Belgium",2013-10-11,0
"10070","Belgium",2013-10-12,0
"10071","Belgium",2013-10-13,0
"10072","Belgium",2013-10-14,0
"10073","Belgium",2013-10-15,0
"10074","Belgium",2013-10-16,0
"10075","Belgium",2013-10-17,0
"10076","Belgium",2013-10-18,0
"10077","Belgium",2013-10-19,0
"10078","Belgium",2013-10-20,0
"10079","Belgium",2013-10-21,0
"10080","Belgium",2013-10-22,0
"10081","Belgium",2013-10-23,0
"10082","Belgium",2013-10-24,0
"10083","Belgium",2013-10-25,0
"10084","Belgium",2013-10-26,0
"10085","Belgium",2013-10-27,0
"10086","Belgium",2013-10-28,0
"10087","Belgium",2013-10-29,0
"10088","Belgium",2013-10-30,0
"10089","Belgium",2013-10-31,0
"10090","Belgium",2013-11-01,0
"10091","Belgium",2013-11-02,0
"10092","Belgium",2013-11-03,0
"10093","Belgium",2013-11-04,0
"10094","Belgium",2013-11-05,0
"10095","Belgium",2013-11-06,0
"10096","Belgium",2013-11-07,0
"10097","Belgium",2013-11-08,0
"10098","Belgium",2013-11-09,0
"10099","Belgium",2013-11-10,0
"10100","Belgium",2013-11-11,0
"10101","Belgium",2013-11-12,0
"10102","Belgium",2013-11-13,0
"10103","Belgium",2013-11-14,0
"10104","Belgium",2013-11-15,0
"10105","Belgium",2013-11-16,0
"10106","Belgium",2013-11-17,0
"10107","Belgium",2013-11-18,0
"10108","Belgium",2013-11-19,0
"10109","Belgium",2013-11-20,0
"10110","Belgium",2013-11-21,0
"10111","Belgium",2013-11-22,0
"10112","Belgium",2013-11-23,0
"10113","Belgium",2013-11-24,0
"10114","Belgium",2013-11-25,0
"10115","Belgium",2013-11-26,0
"10116","Belgium",2013-11-27,0
"10117","Belgium",2013-11-28,0
"10118","Belgium",2013-11-29,0
"10119","Belgium",2013-11-30,0
"10120","Belgium",2013-12-01,0
"10121","Belgium",2013-12-02,0
"10122","Belgium",2013-12-03,0
"10123","Belgium",2013-12-04,0
"10124","Belgium",2013-12-05,0
"10125","Belgium",2013-12-06,0
"10126","Belgium",2013-12-07,0
"10127","Belgium",2013-12-08,0
"10128","Belgium",2013-12-09,0
"10129","Belgium",2013-12-10,0
"10130","Belgium",2013-12-11,0
"10131","Belgium",2013-12-12,0
"10132","Belgium",2013-12-13,0
"10133","Belgium",2013-12-14,0
"10134","Belgium",2013-12-15,0
"10135","Belgium",2013-12-16,0
"10136","Belgium",2013-12-17,0
"10137","Belgium",2013-12-18,0
"10138","Belgium",2013-12-19,0
"10139","Belgium",2013-12-20,0
"10140","Belgium",2013-12-21,0
"10141","Belgium",2013-12-22,0
"10142","Belgium",2013-12-23,0
"10143","Belgium",2013-12-24,0
"10144","Belgium",2013-12-25,0
"10145","Belgium",2013-12-26,0
"10146","Belgium",2013-12-27,0
"10147","Belgium",2013-12-28,0
"10148","Belgium",2013-12-29,0
"10149","Belgium",2013-12-30,0
"10150","Belgium",2013-12-31,0
"10151","Belgium",2014-01-01,0
"10152","Belgium",2014-01-02,0
"10153","Belgium",2014-01-03,0
"10154","Belgium",2014-01-04,0
"10155","Belgium",2014-01-05,0
"10156","Belgium",2014-01-06,0
"10157","Belgium",2014-01-07,0
"10158","Belgium",2014-01-08,0
"10159","Belgium",2014-01-09,0
"10160","Belgium",2014-01-10,0
"10161","Belgium",2014-01-11,0
"10162","Belgium",2014-01-12,0
"10163","Belgium",2014-01-13,0
"10164","Belgium",2014-01-14,0
"10165","Belgium",2014-01-15,0
"10166","Belgium",2014-01-16,0
"10167","Belgium",2014-01-17,0
"10168","Belgium",2014-01-18,0
"10169","Belgium",2014-01-19,0
"10170","Belgium",2014-01-20,0
"10171","Belgium",2014-01-21,0
"10172","Belgium",2014-01-22,0
"10173","Belgium",2014-01-23,0
"10174","Belgium",2014-01-24,0
"10175","Belgium",2014-01-25,0
"10176","Belgium",2014-01-26,0
"10177","Belgium",2014-01-27,0
"10178","Belgium",2014-01-28,0
"10179","Belgium",2014-01-29,0
"10180","Belgium",2014-01-30,0
"10181","Belgium",2014-01-31,0
"10182","Belgium",2014-02-01,0
"10183","Belgium",2014-02-02,0
"10184","Belgium",2014-02-03,0
"10185","Belgium",2014-02-04,0
"10186","Belgium",2014-02-05,0
"10187","Belgium",2014-02-06,0
"10188","Belgium",2014-02-07,0
"10189","Belgium",2014-02-08,0
"10190","Belgium",2014-02-09,0
"10191","Belgium",2014-02-10,0
"10192","Belgium",2014-02-11,0
"10193","Belgium",2014-02-12,0
"10194","Belgium",2014-02-13,0
"10195","Belgium",2014-02-14,0
"10196","Belgium",2014-02-15,0
"10197","Belgium",2014-02-16,0
"10198","Belgium",2014-02-17,0
"10199","Belgium",2014-02-18,0
"10200","Belgium",2014-02-19,0
"10201","Belgium",2014-02-20,0
"10202","Belgium",2014-02-21,0
"10203","Belgium",2014-02-22,0
"10204","Belgium",2014-02-23,0
"10205","Belgium",2014-02-24,0
"10206","Belgium",2014-02-25,0
"10207","Belgium",2014-02-26,0
"10208","Belgium",2014-02-27,0
"10209","Belgium",2014-02-28,0
"10210","Belgium",2014-03-01,0
"10211","Belgium",2014-03-02,0
"10212","Belgium",2014-03-03,0
"10213","Belgium",2014-03-04,0
"10214","Belgium",2014-03-05,0
"10215","Belgium",2014-03-06,0
"10216","Belgium",2014-03-07,0
"10217","Belgium",2014-03-08,0
"10218","Belgium",2014-03-09,0
"10219","Belgium",2014-03-10,0
"10220","Belgium",2014-03-11,0
"10221","Belgium",2014-03-12,0
"10222","Belgium",2014-03-13,0
"10223","Belgium",2014-03-14,0
"10224","Belgium",2014-03-15,0
"10225","Belgium",2014-03-16,0
"10226","Belgium",2014-03-17,0
"10227","Belgium",2014-03-18,0
"10228","Belgium",2014-03-19,0
"10229","Belgium",2014-03-20,0
"10230","Belgium",2014-03-21,0
"10231","Belgium",2014-03-22,0
"10232","Belgium",2014-03-23,0
"10233","Belgium",2014-03-24,0
"10234","Belgium",2014-03-25,0
"10235","Belgium",2014-03-26,0
"10236","Belgium",2014-03-27,0
"10237","Belgium",2014-03-28,0
"10238","Belgium",2014-03-29,0
"10239","Belgium",2014-03-30,0
"10240","Belgium",2014-03-31,0
"10241","Belgium",2014-04-01,0
"10242","Belgium",2014-04-02,0
"10243","Belgium",2014-04-03,0
"10244","Belgium",2014-04-04,0
"10245","Belgium",2014-04-05,0
"10246","Belgium",2014-04-06,0
"10247","Belgium",2014-04-07,0
"10248","Belgium",2014-04-08,0
"10249","Belgium",2014-04-09,0
"10250","Belgium",2014-04-10,0
"10251","Belgium",2014-04-11,0
"10252","Belgium",2014-04-12,0
"10253","Belgium",2014-04-13,0
"10254","Belgium",2014-04-14,0
"10255","Belgium",2014-04-15,0
"10256","Belgium",2014-04-16,0
"10257","Belgium",2014-04-17,0
"10258","Belgium",2014-04-18,0
"10259","Belgium",2014-04-19,0
"10260","Belgium",2014-04-20,0
"10261","Belgium",2014-04-21,0
"10262","Belgium",2014-04-22,0
"10263","Belgium",2014-04-23,0
"10264","Belgium",2014-04-24,0
"10265","Belgium",2014-04-25,0
"10266","Belgium",2014-04-26,0
"10267","Belgium",2014-04-27,0
"10268","Belgium",2014-04-28,0
"10269","Belgium",2014-04-29,0
"10270","Belgium",2014-04-30,0
"10271","Belgium",2014-05-01,0
"10272","Belgium",2014-05-02,0
"10273","Belgium",2014-05-03,0
"10274","Belgium",2014-05-04,0
"10275","Belgium",2014-05-05,0
"10276","Belgium",2014-05-06,0
"10277","Belgium",2014-05-07,0
"10278","Belgium",2014-05-08,0
"10279","Belgium",2014-05-09,0
"10280","Belgium",2014-05-10,0
"10281","Belgium",2014-05-11,0
"10282","Belgium",2014-05-12,0
"10283","Belgium",2014-05-13,0
"10284","Belgium",2014-05-14,0
"10285","Belgium",2014-05-15,0
"10286","Belgium",2014-05-16,0
"10287","Belgium",2014-05-17,0
"10288","Belgium",2014-05-18,0
"10289","Belgium",2014-05-19,0
"10290","Belgium",2014-05-20,0
"10291","Belgium",2014-05-21,0
"10292","Belgium",2014-05-22,0
"10293","Belgium",2014-05-23,0
"10294","Belgium",2014-05-24,0
"10295","Belgium",2014-05-25,0
"10296","Belgium",2014-05-26,0
"10297","Belgium",2014-05-27,0
"10298","Belgium",2014-05-28,0
"10299","Belgium",2014-05-29,0
"10300","Belgium",2014-05-30,0
"10301","Belgium",2014-05-31,0
"10302","Belgium",2014-06-01,0
"10303","Belgium",2014-06-02,0
"10304","Belgium",2014-06-03,0
"10305","Belgium",2014-06-04,0
"10306","Belgium",2014-06-05,0
"10307","Belgium",2014-06-06,0
"10308","Belgium",2014-06-07,0
"10309","Belgium",2014-06-08,0
